"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","file_id","fKeyMeansCorrect","ID","responses","final_height_px","final_width_px","scale_factor","view_history","type","first","second","same_key","different_key","answer","gap_duration","second_stim_duration","post_trial_gap","first_stim_duration","prompt","correct","response","encoding_time","condition","root","prefixes","suffixes","word","target_type","error_to_which_morpheme","i_morpheme","i_within_morpheme","target_letter_before_error","letter_after_error","error_word","is_error","wordlength"
"1208","","same-different-html","22","286811","0.0-22.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","dir","der","j","f","different","1000","2000","500","null","null","true","70","624","r","dir","","","dir","target","r","","1","i","e","der","1","3"
"1127","","same-different-html","23","291466","0.0-23.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","crusalisation","crudalisation","j","f","different","1000","2000","500","null","null","true","70","1920","rssss","crus","","al_is_at_ion","crusalisation","target","r","","3","s","d","crudalisation","1","13"
"1400","","same-different-html","24","296315","0.0-24.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","détronalisation","détronalisation","j","f","same","1000","2000","500","null","null","true","74","1568","prssss","tron","dé","al_is_at_ion","détronalisation","target","r","","2","o","à","détrànalisation","0","15"
"2744","","same-different-html","25","302570","0.0-25.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","ensileur","ensileir","j","f","different","1000","2000","500","null","null","true","70","1184","prs","sil","en","eur","ensileur","target","s","0.0","1","u","i","ensileir","1","8"
"2168","","same-different-html","26","309515","0.0-26.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","vértle","vérhle","j","f","different","1000","2000","500","null","null","true","70","1536","rs","vért","","le","vértle","control","r","","3","t","h","vérhle","1","6"
"1608","","same-different-html","27","314699","0.0-27.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","surésnalation","sulésnalation","j","f","different","1000","2000","500","null","null","true","70","1583","pprss","snal","sur_é","at_ion","surésnalation","target","p","0.0","2","r","l","sulésnalation","1","13"
"1351","","same-different-html","28","319611","0.0-28.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","prékaudinique","prékaudinuque","j","f","different","1000","2000","500","null","null","true","70","1760","prs_long","kaudin","pré","ique","prékaudinique","target","s","0.0","0","i","u","prékaudinuque","1","13"
"1096","","same-different-html","29","323499","0.0-29.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","diot","diot","j","f","same","1000","2000","500","null","null","true","74","832","r","diot","","","diot","target","r","","3","t","d","diod","0","4"
"1432","","same-different-html","30","328827","0.0-30.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","sédnisurcre","sédnisurcro","j","f","different","1000","2000","500","null","null","true","70","2095","pprs","surc","séd_ni","re","sédnisurcre","control","s","0.0","1","e","o","sédnisurcro","1","11"
"1128","","same-different-html","31","333258","0.0-31.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","trencolourrét","trencolourréc","j","f","different","1000","2000","500","null","null","true","70","1487","pr_long","lourrét","trenco","","trencolourrét","control","r","","6","t","c","trencolourréc","1","13"
"3112","","same-different-html","32","339739","0.0-32.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","répletechnemt","répletechnemt","j","f","same","1000","2000","500","null","null","true","74","1712","prs_long","letech","rép","nemt","répletechnemt","control","p","0.0","2","p","s","résletechnemt","0","13"
"1688","","same-different-html","33","344554","0.0-33.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","cidvila","cidvila","j","f","same","1000","2000","500","null","null","true","74","1615","rss","cid","","vi_la","cidvila","control","s","0.0","1","i","a","cidvala","0","7"
"1080","","same-different-html","34","349115","0.0-34.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","préretuél","préretuén","j","f","different","1000","2000","500","null","null","true","70","1487","ppr","tuél","pré_re","","préretuél","target","r","","3","l","n","préretuén","1","9"
"2808","","same-different-html","35","356090","0.0-35.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","édtreclasitaoin","édtreclasitaoin","j","f","same","1000","2000","500","null","null","true","74","2400","prssss","trec","éd","la_si_ta_oin","édtreclasitaoin","control","s","0.0","1","a","é","édtreclésitaoin","0","15"
"1224","","same-different-html","36","361402","0.0-36.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","édsurclasitaoin","édsurclasitaoin","j","f","same","1000","2000","500","null","null","false","70","1951","prssss","surc","éd","la_si_ta_oin","édsurclasitaoin","control","r","","1","u","e","édserclasitaoin","0","15"
"1031","","same-different-html","37","365306","0.0-37.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","lif","lif","j","f","same","1000","2000","500","null","null","true","74","864","r","lif","","","lif","control","r","","0","l","n","nif","0","3"
"1272","","same-different-html","38","369658","0.0-38.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","contrespécol","contretpécol","j","f","different","1000","2000","500","null","null","true","70","1135","pr_long","spécol","contre","","contrespécol","target","r","","0","s","t","contretpécol","1","12"
"1064","","same-different-html","39","373802","0.0-39.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","datioc","datioc","j","f","same","1000","2000","500","null","null","true","74","1216","pr","tioc","da","","datioc","control","r","","2","o","é","datiéc","0","6"
"1881","","same-different-html","40","379290","0.0-40.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","rièninnolaisem","rièninnolaisem","j","f","same","1000","2000","500","null","null","true","74","1567","rsss","rièn","","inno_la_isem","rièninnolaisem","control","s","1.0","1","a","é","rièninnoléisem","0","14"
"1255","","same-different-html","41","384618","0.0-41.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","nimocnasable","nimecnasable","j","f","different","1000","2000","500","null","null","true","70","2047","pprs","nas","ni_moc","able","nimocnasable","control","p","1.0","1","o","e","nimecnasable","1","12"
"2072","","same-different-html","42","389946","0.0-42.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","crolèmment","crolèmmelt","j","f","different","1000","2000","500","null","null","true","70","1344","rs_long","crolèm","","ment","crolèmment","target","s","0.0","2","n","l","crolèmmelt","1","10"
"2536","","same-different-html","43","396666","0.0-43.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","mirépliftaoin","mirépniftaoin","j","f","different","1000","2000","500","null","null","true","70","2160","pprss","lif","mi_rép","ta_oin","mirépliftaoin","control","r","","0","l","n","mirépniftaoin","1","13"
"1543","","same-different-html","44","402090","0.0-44.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","déclôtalisation","déclôsalisation","j","f","different","1000","2000","500","null","null","true","70","2191","prssss","clôt","dé","al_is_at_ion","déclôtalisation","target","r","","3","t","s","déclôsalisation","1","15"
"1144","","same-different-html","45","407114","0.0-45.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","erroiftitaoin","irroiftitaoin","j","f","different","1000","2000","500","null","null","true","70","1903","prsss","roif","er","ti_ta_oin","erroiftitaoin","control","p","0.0","0","e","i","irroiftitaoin","1","13"
"969","","same-different-html","46","411770","0.0-46.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","rencort","rencort","j","f","same","1000","2000","500","null","null","true","74","1071","ppr","cort","re_n","","rencort","target","p","1.0","0","n","r","rercort","0","7"
"2584","","same-different-html","47","419114","0.0-47.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","lislasitaoin","lislasitaoin","j","f","same","1000","2000","500","null","null","true","74","2767","rssss","lis","","la_si_ta_oin","lislasitaoin","control","r","","2","s","t","litlasitaoin","0","12"
"1064","","same-different-html","48","424442","0.0-48.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","siatlatié","siaflatié","j","f","different","1000","2000","500","null","null","true","70","2304","rss","siat","","la_tié","siatlatié","control","r","","3","t","f","siaflatié","1","9"
"2137","","same-different-html","49","430378","0.0-49.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","édsiattaoinlaisem","édsiattaoinlaisem","j","f","same","1000","2000","500","null","null","true","74","1888","prssss","siat","éd","ta_oin_la_isem","édsiattaoinlaisem","control","p","0.0","0","é","e","edsiattaoinlaisem","0","17"
"1224","","same-different-html","50","434922","0.0-50.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","neliseag","naliseag","j","f","different","1000","2000","500","null","null","true","70","1423","prs","lis","ne","eag","neliseag","control","p","0.0","1","e","a","naliseag","1","8"
"952","","same-different-html","51","438842","0.0-51.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","sanalité","sanaliqé","j","f","different","1000","2000","500","null","null","true","70","1073","rss","san","","al_ité","sanalité","target","s","1.0","1","t","q","sanaliqé","1","8"
"968","","same-different-html","52","443098","0.0-52.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","chévaulant","chévaelant","j","f","different","1000","2000","500","null","null","true","70","1200","rs_long","chévaul","","ant","chévaulant","target","r","","5","u","e","chévaelant","1","10"
"1112","","same-different-html","53","448826","0.0-53.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","naujfiequinemt","naujfiequinelt","j","f","different","1000","2000","500","null","null","true","70","2512","rsss","nauj","","fi_equi_nemt","naujfiequinemt","control","s","2.0","2","m","l","naujfiequinelt","1","14"
"1305","","same-different-html","54","453434","0.0-54.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","nerièneru","nerièneru","j","f","same","1000","2000","500","null","null","true","74","1440","prs","rièn","ne","eru","nerièneru","control","s","0.0","2","u","e","neriènere","0","9"
"1143","","same-different-html","55","459002","0.0-55.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","atroctaneru","etroctaneru","j","f","different","1000","2000","500","null","null","true","70","2367","prss","troc","a","tan_eru","atroctaneru","control","p","0.0","0","a","e","etroctaneru","1","11"
"937","","same-different-html","56","463386","0.0-56.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","lofautnemt","lofautnemc","j","f","different","1000","2000","500","null","null","true","70","1504","rs_long","lofaut","","nemt","lofautnemt","control","s","0.0","3","t","c","lofautnemc","1","10"
"1432","","same-different-html","57","468458","0.0-57.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","dirionnalisme","dirionnalisme","j","f","same","1000","2000","500","null","null","true","74","1825","rsss","dir","","ionn_al_isme","dirionnalisme","target","r","","1","i","a","darionnalisme","0","13"
"1448","","same-different-html","58","472634","0.0-58.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","clôtel","dlôtel","j","f","different","1000","2000","500","null","null","true","70","785","rs","clôt","","el","clôtel","target","r","","0","c","d","dlôtel","1","6"
"1560","","same-different-html","59","476457","0.0-59.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","prétoubienment","prétoubienment","j","f","same","1000","2000","500","null","null","true","74","288","prs_long","toubien","pré","ment","prétoubienment","target","r","","5","e","a","prétoubianment","0","14"
"1160","","same-different-html","60","481609","0.0-60.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","dofifiquement","dofifiquement","j","f","same","1000","2000","500","null","null","true","74","1839","rsss","dof","","if_ique_ment","dofifiquement","target","r","","0","d","h","hofifiquement","0","13"
"1639","","same-different-html","61","485626","0.0-61.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","renouritation","rinouritation","j","f","different","1000","2000","500","null","null","true","70","288","prsss","nour","re","it_at_ion","renouritation","target","p","0.0","1","e","i","rinouritation","1","13"
"1911","","same-different-html","62","492185","0.0-62.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","nivérttiémisla","nivérttiémisla","j","f","same","1000","2000","500","null","null","true","74","2288","prsss","vért","ni","tié_mis_la","nivérttiémisla","control","p","0.0","0","n","l","livérttiémisla","0","14"
"1431","","same-different-html","63","497418","0.0-63.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","insurjaunable","insurjaenable","j","f","different","1000","2000","500","null","null","true","70","1632","pprs","jaun","in_sur","able","insurjaunable","target","r","","2","u","e","insurjaenable","1","13"
"1240","","same-different-html","64","501673","0.0-64.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","spécol","spécol","j","f","same","1000","2000","500","null","null","true","74","992","r_long","spécol","","","spécol","target","r","","5","l","n","spécon","0","6"
"1591","","same-different-html","65","506746","0.0-65.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","clôtionnalisme","clôtionnalisme","j","f","same","1000","2000","500","null","null","true","74","1455","rsss","clôt","","ionn_al_isme","clôtionnalisme","target","r","","0","c","p","plôtionnalisme","0","14"
"1608","","same-different-html","66","511369","0.0-66.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","silival","silival","j","f","same","1000","2000","500","null","null","true","74","1007","rss","sil","","iv_al","silival","target","s","0.0","0","i","e","sileval","0","7"
"1240","","same-different-html","67","515897","0.0-67.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","rejaun","rejaun","j","f","same","1000","2000","500","null","null","true","74","1296","pr","jaun","re","","rejaun","target","p","0.0","0","r","l","lejaun","0","6"
"1129","","same-different-html","68","521354","0.0-68.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","mocvitié","nocvitié","j","f","different","1000","2000","500","null","null","true","70","2254","rss","moc","","vi_tié","mocvitié","control","r","","0","m","n","nocvitié","1","8"
"2232","","same-different-html","69","526553","0.0-69.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","lofaut","rofaut","j","f","different","1000","2000","500","null","null","true","70","992","r_long","lofaut","","","lofaut","control","r","","0","l","r","rofaut","1","6"
"904","","same-different-html","70","530601","0.0-70.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","encoitage","encoitage","j","f","same","1000","2000","500","null","null","true","74","1056","prs","coit","en","age","encoitage","target","p","0.0","0","e","o","oncoitage","0","9"
"1368","","same-different-html","71","534970","0.0-71.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","comté","comté","j","f","same","1000","2000","500","null","null","true","74","991","rs","com","","té","comté","target","r","","0","c","p","pomté","0","5"
"1863","","same-different-html","72","540842","0.0-72.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","letizusnat","letizusnat","j","f","same","1000","2000","500","null","null","true","74","1840","rs_long","letizus","","nat","letizusnat","control","s","0.0","0","n","r","letizusrat","0","10"
"1399","","same-different-html","73","546249","0.0-73.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","niroiftan","nireiftan","j","f","different","1000","2000","500","null","null","true","70","1967","prs","roif","ni","tan","niroiftan","control","r","","1","o","e","nireiftan","1","9"
"1016","","same-different-html","74","549561","0.0-74.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","renièritation","renièritation","j","f","same","1000","2000","500","null","null","true","74","224","prsss","nièr","re","it_at_ion","renièritation","target","s","2.0","0","i","a","renièritataon","0","13"
"1752","","same-different-html","75","554858","0.0-75.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","adoulanteur","adoulanteur","j","f","same","1000","2000","500","null","null","true","74","1441","prss","doul","a","ant_eur","adoulanteur","target","p","0.0","0","a","i","idoulanteur","0","11"
"2696","","same-different-html","76","562041","0.0-76.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","nilifalbitié","nilifalbitié","j","f","same","1000","2000","500","null","null","true","74","2318","prss","lif","ni","albi_tié","nilifalbitié","control","r","","0","l","n","ninifalbitié","0","12"
"1240","","same-different-html","77","568170","0.0-77.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","miréptoidtaoin","mirépcoidtaoin","j","f","different","1000","2000","500","null","null","true","70","2736","pprss","toid","mi_rép","ta_oin","miréptoidtaoin","control","r","","0","t","c","mirépcoidtaoin","1","14"
"1032","","same-different-html","78","571817","0.0-78.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","ingierabilité","ingierabilité","j","f","same","1000","2000","500","null","null","true","74","176","prss","gier","in","abil_ité","ingierabilité","target","p","0.0","0","i","a","angierabilité","0","13"
"728","","same-different-html","79","575898","0.0-79.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","adjaun","adjaun","j","f","same","1000","2000","500","null","null","true","74","1328","pr","jaun","ad","","adjaun","target","p","0.0","0","a","i","idjaun","0","6"
"1879","","same-different-html","80","581786","0.0-80.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","progilout","progilout","j","f","same","1000","2000","500","null","null","true","74","1856","pr_long","gilout","pro","","progilout","target","p","0.0","0","p","d","drogilout","0","9"
"1640","","same-different-html","81","587626","0.0-81.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","niruslisalbe","niruslisalba","j","f","different","1000","2000","500","null","null","true","70","2320","pprs","lis","ni_rus","albe","niruslisalbe","control","s","0.0","3","e","a","niruslisalba","1","12"
"2264","","same-different-html","82","595001","0.0-82.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","errujtitaoin","errujtitaoin","j","f","same","1000","2000","500","null","null","true","74","3200","prsss","ruj","er","ti_ta_oin","errujtitaoin","control","r","","1","u","e","errejtitaoin","0","12"
"1639","","same-different-html","83","600218","0.0-83.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","incomsanable","incomsanable","j","f","same","1000","2000","500","null","null","true","74","1759","pprs","san","in_com","able","incomsanable","target","r","","0","s","x","incomxanable","0","12"
"760","","same-different-html","84","604809","0.0-84.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","nirentisiat","lirentisiat","j","f","different","1000","2000","500","null","null","true","70","1823","ppr","siat","ni_renti","","nirentisiat","control","p","0.0","0","n","l","lirentisiat","1","11"
"1193","","same-different-html","85","609225","0.0-85.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","nouralisation","nourulisation","j","f","different","1000","2000","500","null","null","true","70","1407","rssss","nour","","al_is_at_ion","nouralisation","target","s","0.0","0","a","u","nourulisation","1","13"
"1721","","same-different-html","86","614553","0.0-86.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","réplakequinemt","replakequinemt","j","f","different","1000","2000","500","null","null","false","74","1712","prss","lak","rép","equi_nemt","réplakequinemt","control","p","0.0","1","é","e","replakequinemt","1","14"
"1576","","same-different-html","87","620570","0.0-87.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","rountaoinlaisem","rountaoinlaisem","j","f","same","1000","2000","500","null","null","true","74","2351","rssss","roun","","ta_oin_la_isem","rountaoinlaisem","control","s","1.0","1","i","a","rountaoanlaisem","0","15"
"1144","","same-different-html","88","625641","0.0-88.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","réptounecequi","réptounecequi","j","f","same","1000","2000","500","null","null","true","74","2079","prs_long","tounec","rép","equi","réptounecequi","control","r","","1","o","a","réptaunecequi","0","13"
"984","","same-different-html","89","630441","0.0-89.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","roptienoub","roptienoub","j","f","same","1000","2000","500","null","null","true","74","1984","pr_long","tienoub","rop","","roptienoub","control","p","0.0","1","o","é","réptienoub","0","10"
"1431","","same-different-html","90","635673","0.0-90.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","érperlis","érperlis","j","f","same","1000","2000","500","null","null","true","74","1728","ppr","lis","érp_er","","érperlis","control","p","1.0","0","e","i","érpirlis","0","8"
"871","","same-different-html","91","639434","0.0-91.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","kaudin","kaudin","j","f","same","1000","2000","500","null","null","true","74","1233","r_long","kaudin","","","kaudin","target","r","","5","n","r","kaudir","0","6"
"1000","","same-different-html","92","644489","0.0-92.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","crusivité","crusivité","j","f","same","1000","2000","500","null","null","true","74","2128","rss","crus","","iv_ité","crusivité","target","s","1.0","0","i","e","crusiveté","0","9"
"648","","same-different-html","93","648201","0.0-93.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","naimour","naimour","j","f","same","1000","2000","500","null","null","true","74","976","r_long","naimour","","","naimour","control","r","","1","a","o","noimour","0","7"
"760","","same-different-html","94","652297","0.0-94.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","ruséreigtaoin","luséreigtaoin","j","f","different","1000","2000","500","null","null","true","70","1392","pprss","reig","rus_é","ta_oin","ruséreigtaoin","control","p","0.0","0","r","l","luséreigtaoin","1","13"
"1240","","same-different-html","95","656393","0.0-95.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","sanat","banat","j","f","different","1000","2000","500","null","null","true","70","911","rs","san","","at","sanat","target","r","","0","s","b","banat","1","5"
"936","","same-different-html","96","660329","0.0-96.0","stimuli/19.csv","false","phrojmlt42","","","","","","same-different-html","nauj","nauj","j","f","same","1000","2000","500","null","null","true","74","896","r","nauj","","","nauj","control","r","","1","a","e","neuj","0","4"
"53323","","survey-text","97","714154","0.0-97.0","stimuli/19.csv","false","phrojmlt42","{""Q0"":""very tricky sometimes""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
