Token,Condition,Prefix2,Prefix1,Root,Suffix1,Suffix2,Wordlength,Monomorpheme,MonoPrefix2,MonoPrefix1,MonoRoot,MonoSuffix1,MonoSuffix2,ErrorPrefix2,ErrorPrefix1,ErrorRoot,ErrorSuffix1,ErrorSuffix2,ChangedIndexP2,ChangedIndexP1,ChangedIndexR,ChangedIndexS1,ChangedIndexS2,MonoErrorPrefix2,MonoErrorPrefix1,MonoErrorRoot,MonoErrorSuffix1,MonoErrorSuffix2,MonoChangedIndexP2,MonoChangedIndexP1,MonoChangedIndexR,MonoChangedIndexS1,MonoChangedIndexS2
rerg,r,,,rerg,,,4,grer,,,grer,,,,,rert,,,,,3,,,,,gmer,,,,,1,,
gage,r,,,gage,,,4,aegg,,,aegg,,,,,gape,,,,,2,,,,,aagg,,,,,1,,
ehu,r,,,ehu,,,3,uhe,,,uhe,,,,,ehe,,,,,2,,,,,uhu,,,,,2,,
gage,r,,,gage,,,4,egag,,,egag,,,,,sage,,,,,0,,,,,ogag,,,,,0,,
hidad,r,,,hidad,,,5,addhi,,,addhi,,,,,hitad,,,,,2,,,,,addho,,,,,4,,
rerg,r,,,rerg,,,4,grre,,,grre,,,,,werg,,,,,0,,,,,grle,,,,,2,,
hidad,r,,,hidad,,,5,ahddi,,,ahddi,,,,,hidag,,,,,4,,,,,ahddu,,,,,4,,
egah,r,,,egah,,,4,eagh,,,eagh,,,,,egas,,,,,3,,,,,eags,,,,,3,,
els,r,,,els,,,3,sel,,,sel,,,,,elt,,,,,2,,,,,sil,,,,,1,,
sop,r,,,sop,,,3,osp,,,osp,,,,,sep,,,,,1,,,,,okp,,,,,1,,
gage,r,,,gage,,,4,ageg,,,ageg,,,,,gagi,,,,,3,,,,,egeg,,,,,0,,
els,r,,,els,,,3,les,,,les,,,,,ols,,,,,0,,,,,leg,,,,,2,,
rerg,r,,,rerg,,,4,rreg,,,rreg,,,,,rert,,,,,3,,,,,rrec,,,,,3,,
ehu,r,,,ehu,,,3,ueh,,,ueh,,,,,uhu,,,,,0,,,,,uet,,,,,2,,
sop,r,,,sop,,,3,pos,,,pos,,,,,fop,,,,,0,,,,,tos,,,,,0,,
emso,r,,,emso,,,4,soem,,,soem,,,,,emho,,,,,2,,,,,suem,,,,,1,,
els,r,,,els,,,3,sle,,,sle,,,,,ols,,,,,0,,,,,tle,,,,,0,,
sop,r,,,sop,,,3,pos,,,pos,,,,,soh,,,,,2,,,,,pes,,,,,1,,
hidad,r,,,hidad,,,5,didah,,,didah,,,,,hadad,,,,,1,,,,,didad,,,,,4,,
gage,r,,,gage,,,4,eagg,,,eagg,,,,,goge,,,,,1,,,,,aagg,,,,,0,,
sop,r,,,sop,,,3,spo,,,spo,,,,,sip,,,,,1,,,,,sho,,,,,1,,
ehu,r,,,ehu,,,3,euh,,,euh,,,,,ehe,,,,,2,,,,,eut,,,,,2,,
gage,r,,,gage,,,4,ggae,,,ggae,,,,,gade,,,,,2,,,,,ggao,,,,,3,,
hidad,r,,,hidad,,,5,dhadi,,,dhadi,,,,,hadad,,,,,1,,,,,dhada,,,,,4,,
ehu,r,,,ehu,,,3,heu,,,heu,,,,,ahu,,,,,0,,,,,heo,,,,,2,,
els,r,,,els,,,3,lse,,,lse,,,,,ems,,,,,1,,,,,lce,,,,,1,,
yot,r,,,yot,,,3,oty,,,oty,,,,,wot,,,,,0,,,,,otn,,,,,2,,
els,r,,,els,,,3,lse,,,lse,,,,,eld,,,,,2,,,,,lde,,,,,1,,
sop,r,,,sop,,,3,osp,,,osp,,,,,hop,,,,,0,,,,,ogp,,,,,1,,
els,r,,,els,,,3,les,,,les,,,,,eys,,,,,1,,,,,leg,,,,,2,,
els,r,,,els,,,3,sel,,,sel,,,,,uls,,,,,0,,,,,ser,,,,,2,,
sop,r,,,sop,,,3,osp,,,osp,,,,,sog,,,,,2,,,,,opp,,,,,1,,
egah,r,,,egah,,,4,ehag,,,ehag,,,,,egat,,,,,3,,,,,eheg,,,,,2,,
els,r,,,els,,,3,esl,,,esl,,,,,elt,,,,,2,,,,,etl,,,,,1,,
ter,r,,,ter,,,3,ret,,,ret,,,,,tar,,,,,1,,,,,red,,,,,2,,
ter,r,,,ter,,,3,tre,,,tre,,,,,tar,,,,,1,,,,,tra,,,,,2,,
emso,r,,,emso,,,4,emos,,,emos,,,,,erso,,,,,1,,,,,emis,,,,,2,,
emso,r,,,emso,,,4,semo,,,semo,,,,,emsa,,,,,3,,,,,hemo,,,,,0,,
ter,r,,,ter,,,3,etr,,,etr,,,,,tew,,,,,2,,,,,esr,,,,,1,,
gage,r,,,gage,,,4,egag,,,egag,,,,,gege,,,,,1,,,,,igag,,,,,0,,
emso,r,,,emso,,,4,emos,,,emos,,,,,eyso,,,,,1,,,,,umos,,,,,0,,
sop,r,,,sop,,,3,pos,,,pos,,,,,top,,,,,0,,,,,zos,,,,,0,,
rerg,r,,,rerg,,,4,rreg,,,rreg,,,,,merg,,,,,0,,,,,rref,,,,,3,,
els,r,,,els,,,3,sel,,,sel,,,,,ols,,,,,0,,,,,sol,,,,,1,,
gage,r,,,gage,,,4,agge,,,agge,,,,,hage,,,,,0,,,,,agde,,,,,2,,
ehu,r,,,ehu,,,3,uhe,,,uhe,,,,,epu,,,,,1,,,,,ihe,,,,,0,,
emso,r,,,emso,,,4,soem,,,soem,,,,,elso,,,,,1,,,,,siem,,,,,1,,
rerg,r,,,rerg,,,4,rrge,,,rrge,,,,,reng,,,,,2,,,,,rrgo,,,,,3,,
ehu,r,,,ehu,,,3,heu,,,heu,,,,,etu,,,,,1,,,,,hiu,,,,,1,,
egah,r,,,egah,,,4,geah,,,geah,,,,,egap,,,,,3,,,,,gaah,,,,,1,,
emso,r,,,emso,,,4,soem,,,soem,,,,,emco,,,,,2,,,,,poem,,,,,0,,
gage,r,,,gage,,,4,geag,,,geag,,,,,gahe,,,,,2,,,,,beag,,,,,0,,
yot,r,,,yot,,,3,tyo,,,tyo,,,,,yat,,,,,1,,,,,hyo,,,,,0,,
rerg,r,,,rerg,,,4,grre,,,grre,,,,,reyg,,,,,2,,,,,grne,,,,,2,,
ter,r,,,ter,,,3,rte,,,rte,,,,,tey,,,,,2,,,,,mte,,,,,0,,
els,r,,,els,,,3,les,,,les,,,,,ers,,,,,1,,,,,wes,,,,,0,,
els,r,,,els,,,3,sle,,,sle,,,,,ens,,,,,1,,,,,sli,,,,,2,,
gage,r,,,gage,,,4,geag,,,geag,,,,,hage,,,,,0,,,,,geig,,,,,2,,
emso,r,,,emso,,,4,omes,,,omes,,,,,emho,,,,,2,,,,,emes,,,,,0,,
hidad,r,,,hidad,,,5,haidd,,,haidd,,,,,hidah,,,,,4,,,,,heidd,,,,,1,,
hidad,r,,,hidad,,,5,hdadi,,,hdadi,,,,,hidat,,,,,4,,,,,htadi,,,,,1,,
sop,r,,,sop,,,3,ops,,,ops,,,,,soh,,,,,2,,,,,eps,,,,,0,,
yot,r,,,yot,,,3,oty,,,oty,,,,,rot,,,,,0,,,,,ody,,,,,1,,
ehu,r,,,ehu,,,3,heu,,,heu,,,,,evu,,,,,1,,,,,hee,,,,,2,,
hidad,r,,,hidad,,,5,hdida,,,hdida,,,,,sidad,,,,,0,,,,,hdidu,,,,,4,,
ter,r,,,ter,,,3,rte,,,rte,,,,,tar,,,,,1,,,,,lte,,,,,0,,
emso,r,,,emso,,,4,osme,,,osme,,,,,emho,,,,,2,,,,,esme,,,,,0,,
yot,r,,,yot,,,3,oyt,,,oyt,,,,,yoh,,,,,2,,,,,omt,,,,,1,,
gage,r,,,gage,,,4,egag,,,egag,,,,,gige,,,,,1,,,,,egat,,,,,3,,
hidad,r,,,hidad,,,5,hidda,,,hidda,,,,,hedad,,,,,1,,,,,pidda,,,,,0,,
egah,r,,,egah,,,4,egha,,,egha,,,,,egas,,,,,3,,,,,ogha,,,,,0,,
egah,r,,,egah,,,4,hega,,,hega,,,,,etah,,,,,1,,,,,hegu,,,,,3,,
egah,r,,,egah,,,4,aehg,,,aehg,,,,,egeh,,,,,2,,,,,aecg,,,,,2,,
hidad,r,,,hidad,,,5,addhi,,,addhi,,,,,didad,,,,,0,,,,,atdhi,,,,,1,,
yot,r,,,yot,,,3,yto,,,yto,,,,,not,,,,,0,,,,,lto,,,,,0,,
ter,r,,,ter,,,3,etr,,,etr,,,,,tir,,,,,1,,,,,esr,,,,,1,,
sop,r,,,sop,,,3,pos,,,pos,,,,,top,,,,,0,,,,,sos,,,,,0,,
els,r,,,els,,,3,les,,,les,,,,,eld,,,,,2,,,,,res,,,,,0,,
emso,r,,,emso,,,4,smoe,,,smoe,,,,,imso,,,,,0,,,,,tmoe,,,,,0,,
hidad,r,,,hidad,,,5,ddhai,,,ddhai,,,,,hidab,,,,,4,,,,,ddhii,,,,,3,,
sop,r,,,sop,,,3,osp,,,osp,,,,,sot,,,,,2,,,,,esp,,,,,0,,
egah,r,,,egah,,,4,ehag,,,ehag,,,,,egeh,,,,,2,,,,,ohag,,,,,0,,
egah,r,,,egah,,,4,egha,,,egha,,,,,esah,,,,,1,,,,,ugha,,,,,0,,
egah,r,,,egah,,,4,haeg,,,haeg,,,,,etah,,,,,1,,,,,saeg,,,,,0,,
emso,r,,,emso,,,4,osme,,,osme,,,,,emfo,,,,,2,,,,,esme,,,,,0,,
egah,r,,,egah,,,4,eagh,,,eagh,,,,,esah,,,,,1,,,,,aagh,,,,,0,,
gage,r,,,gage,,,4,egga,,,egga,,,,,gate,,,,,2,,,,,egta,,,,,2,,
gage,r,,,gage,,,4,agge,,,agge,,,,,goge,,,,,1,,,,,agde,,,,,2,,
ter,r,,,ter,,,3,etr,,,etr,,,,,ber,,,,,0,,,,,ehr,,,,,1,,
egah,r,,,egah,,,4,eagh,,,eagh,,,,,egat,,,,,3,,,,,eagt,,,,,3,,
ter,r,,,ter,,,3,tre,,,tre,,,,,ver,,,,,0,,,,,tru,,,,,2,,
ehu,r,,,ehu,,,3,hue,,,hue,,,,,ahu,,,,,0,,,,,hie,,,,,1,,
els,r,,,els,,,3,les,,,les,,,,,ews,,,,,1,,,,,nes,,,,,0,,
emso,r,,,emso,,,4,esom,,,esom,,,,,emfo,,,,,2,,,,,esol,,,,,3,,
rerg,r,,,rerg,,,4,rrge,,,rrge,,,,,rarg,,,,,1,,,,,rrgo,,,,,3,,
emso,r,,,emso,,,4,emos,,,emos,,,,,erso,,,,,1,,,,,emof,,,,,3,,
yot,r,,,yot,,,3,oyt,,,oyt,,,,,yet,,,,,1,,,,,ont,,,,,1,,
emso,r,,,emso,,,4,mseo,,,mseo,,,,,emse,,,,,3,,,,,mteo,,,,,1,,
sop,r,,,sop,,,3,spo,,,spo,,,,,soh,,,,,2,,,,,spa,,,,,2,,
els,r,,,els,,,3,les,,,les,,,,,ils,,,,,0,,,,,let,,,,,2,,
els,r,,,els,,,3,esl,,,esl,,,,,ers,,,,,1,,,,,osl,,,,,0,,
gage,r,,,gage,,,4,ggae,,,ggae,,,,,gaga,,,,,3,,,,,ggaa,,,,,3,,
rerg,r,,,rerg,,,4,egrr,,,egrr,,,,,merg,,,,,0,,,,,ehrr,,,,,1,,
yot,r,,,yot,,,3,tyo,,,tyo,,,,,yoh,,,,,2,,,,,gyo,,,,,0,,
gage,r,,,gage,,,4,gega,,,gega,,,,,goge,,,,,1,,,,,cega,,,,,0,,
ehu,r,,,ehu,,,3,euh,,,euh,,,,,ihu,,,,,0,,,,,euc,,,,,2,,
gage,r,,,gage,,,4,egga,,,egga,,,,,gate,,,,,2,,,,,ekga,,,,,1,,
emso,r,,,emso,,,4,oems,,,oems,,,,,emho,,,,,2,,,,,oejs,,,,,2,,
hidad,r,,,hidad,,,5,adhid,,,adhid,,,,,hadad,,,,,1,,,,,adhic,,,,,4,,
sop,r,,,sop,,,3,pos,,,pos,,,,,bop,,,,,0,,,,,tos,,,,,0,,
hidad,r,,,hidad,,,5,ihdad,,,ihdad,,,,,hedad,,,,,1,,,,,ihhad,,,,,2,,
emso,r,,,emso,,,4,moes,,,moes,,,,,emse,,,,,3,,,,,loes,,,,,0,,
emso,r,,,emso,,,4,esom,,,esom,,,,,emco,,,,,2,,,,,asom,,,,,0,,
egah,r,,,egah,,,4,aegh,,,aegh,,,,,egap,,,,,3,,,,,eegh,,,,,0,,
rerg,r,,,rerg,,,4,rrge,,,rrge,,,,,rerh,,,,,3,,,,,rrbe,,,,,2,,
els,r,,,els,,,3,les,,,les,,,,,elp,,,,,2,,,,,las,,,,,1,,
gage,r,,,gage,,,4,ggea,,,ggea,,,,,gagi,,,,,3,,,,,ggee,,,,,3,,
egah,r,,,egah,,,4,aheg,,,aheg,,,,,egav,,,,,3,,,,,apeg,,,,,1,,
ter,r,,,ter,,,3,rte,,,rte,,,,,tir,,,,,1,,,,,rtu,,,,,2,,
gage,r,,,gage,,,4,ggea,,,ggea,,,,,sage,,,,,0,,,,,ggoa,,,,,2,,
hidad,r,,,hidad,,,5,dihad,,,dihad,,,,,hodad,,,,,1,,,,,dihed,,,,,3,,
egah,r,,,egah,,,4,hage,,,hage,,,,,agah,,,,,0,,,,,tage,,,,,0,,
emso,r,,,emso,,,4,esom,,,esom,,,,,erso,,,,,1,,,,,esor,,,,,3,,
rerg,r,,,rerg,,,4,rger,,,rger,,,,,rarg,,,,,1,,,,,rgar,,,,,2,,
ehu,r,,,ehu,,,3,uhe,,,uhe,,,,,eha,,,,,2,,,,,ihe,,,,,0,,
ehu,r,,,ehu,,,3,ueh,,,ueh,,,,,ecu,,,,,1,,,,,uuh,,,,,1,,
sop,r,,,sop,,,3,osp,,,osp,,,,,sep,,,,,1,,,,,asp,,,,,0,,
ehu,r,,,ehu,,,3,euh,,,euh,,,,,ehe,,,,,2,,,,,eoh,,,,,1,,
emso,r,,,emso,,,4,moes,,,moes,,,,,emse,,,,,3,,,,,moas,,,,,2,,
hidad,r,,,hidad,,,5,idahd,,,idahd,,,,,hudad,,,,,1,,,,,idahc,,,,,4,,
ter,r,,,ter,,,3,rte,,,rte,,,,,per,,,,,0,,,,,rti,,,,,2,,
hidad,r,,,hidad,,,5,dadhi,,,dadhi,,,,,hidap,,,,,4,,,,,dedhi,,,,,1,,
emso,r,,,emso,,,4,mseo,,,mseo,,,,,emco,,,,,2,,,,,msio,,,,,2,,
sop,r,,,sop,,,3,pso,,,pso,,,,,sep,,,,,1,,,,,ppo,,,,,1,,
gage,r,,,gage,,,4,egag,,,egag,,,,,hage,,,,,0,,,,,ugag,,,,,0,,
egah,r,,,egah,,,4,geah,,,geah,,,,,efah,,,,,1,,,,,geih,,,,,2,,
gage,r,,,gage,,,4,egag,,,egag,,,,,hage,,,,,0,,,,,ehag,,,,,1,,
rerg,r,,,rerg,,,4,rgre,,,rgre,,,,,rarg,,,,,1,,,,,mgre,,,,,0,,
hidad,r,,,hidad,,,5,adidh,,,adidh,,,,,sidad,,,,,0,,,,,adids,,,,,4,,
ehu,r,,,ehu,,,3,uhe,,,uhe,,,,,ihu,,,,,0,,,,,ohe,,,,,0,,
emso,r,,,emso,,,4,soem,,,soem,,,,,empo,,,,,2,,,,,soer,,,,,3,,
ehu,r,,,ehu,,,3,hue,,,hue,,,,,etu,,,,,1,,,,,hae,,,,,1,,
ehu,r,,,ehu,,,3,euh,,,euh,,,,,ohu,,,,,0,,,,,eoh,,,,,1,,
els,r,,,els,,,3,sel,,,sel,,,,,ems,,,,,1,,,,,sol,,,,,1,,
sop,r,,,sop,,,3,ops,,,ops,,,,,hop,,,,,0,,,,,opt,,,,,2,,
rerg,r,,,rerg,,,4,regr,,,regr,,,,,reng,,,,,2,,,,,rebr,,,,,2,,
hidad,r,,,hidad,,,5,ahdid,,,ahdid,,,,,hidat,,,,,4,,,,,ahdit,,,,,4,,
sop,r,,,sop,,,3,pso,,,pso,,,,,hop,,,,,0,,,,,hso,,,,,0,,
els,r,,,els,,,3,sle,,,sle,,,,,elc,,,,,2,,,,,sli,,,,,2,,
ter,r,,,ter,,,3,rte,,,rte,,,,,tew,,,,,2,,,,,rpe,,,,,1,,
rerg,r,,,rerg,,,4,egrr,,,egrr,,,,,rirg,,,,,1,,,,,ogrr,,,,,0,,
yot,r,,,yot,,,3,yto,,,yto,,,,,mot,,,,,0,,,,,ypo,,,,,1,,
ter,r,,,ter,,,3,ert,,,ert,,,,,tor,,,,,1,,,,,ort,,,,,0,,
gage,r,,,gage,,,4,ggae,,,ggae,,,,,sage,,,,,0,,,,,ggaa,,,,,3,,
hidad,r,,,hidad,,,5,hdadi,,,hdadi,,,,,hidod,,,,,3,,,,,hdodi,,,,,2,,
rerg,r,,,rerg,,,4,rgre,,,rgre,,,,,rerh,,,,,3,,,,,rgme,,,,,2,,
egah,r,,,egah,,,4,hgae,,,hgae,,,,,agah,,,,,0,,,,,hgao,,,,,3,,
ter,r,,,ter,,,3,etr,,,etr,,,,,tor,,,,,1,,,,,etn,,,,,2,,
hidad,r,,,hidad,,,5,addhi,,,addhi,,,,,hihad,,,,,2,,,,,addsi,,,,,3,,
sop,r,,,sop,,,3,spo,,,spo,,,,,sip,,,,,1,,,,,sdo,,,,,1,,
sop,r,,,sop,,,3,ops,,,ops,,,,,sos,,,,,2,,,,,opg,,,,,2,,
hidad,r,,,hidad,,,5,iadhd,,,iadhd,,,,,hidod,,,,,3,,,,,iadhc,,,,,4,,
sop,r,,,sop,,,3,spo,,,spo,,,,,sog,,,,,2,,,,,sho,,,,,1,,
els,r,,,els,,,3,sle,,,sle,,,,,als,,,,,0,,,,,sne,,,,,1,,
ter,r,,,ter,,,3,rte,,,rte,,,,,tem,,,,,2,,,,,mte,,,,,0,,
ter,r,,,ter,,,3,rte,,,rte,,,,,ser,,,,,0,,,,,mte,,,,,0,,
ter,r,,,ter,,,3,rte,,,rte,,,,,tar,,,,,1,,,,,mte,,,,,0,,
deter,pr,,de,ter,,,5,edret,,ed,ret,,,,teter,detor,,,,0,1,,,,adret,edyet,,,,0,0,,
desop,pr,,de,sop,,,5,edosp,,ed,osp,,,,disop,desup,,,,1,1,,,,etosp,edosd,,,,1,2,,
inter,pr,,in,ter,,,5,nietr,,ni,etr,,,,onter,incer,,,,0,0,,,,naetr,niegr,,,,1,1,,
presop,pr,,pre,sop,,,6,eprpso,,epr,pso,,,,prosop,prepop,,,,2,0,,,,ehrpso,eprtso,,,,1,0,,
deyot,pr,,de,yot,,,5,edtyo,,ed,tyo,,,,diyot,deyof,,,,1,2,,,,idtyo,edtyu,,,,0,2,,
inegah,pr,,in,egah,,,6,nihgea,,ni,hgea,,,,anegah,inegac,,,,0,3,,,,rihgea,nihgia,,,,0,2,,
ungage,pr,,un,gage,,,6,nuegga,,nu,egga,,,,ongage,untage,,,,0,0,,,,ruegga,nuagga,,,,0,0,,
deter,pr,,de,ter,,,5,edtre,,ed,tre,,,,diter,detir,,,,1,1,,,,adtre,edtwe,,,,0,1,,
pregage,pr,,pre,gage,,,7,peregag,,per,egag,,,,pyegage,precage,,,,1,0,,,,penegag,peragag,,,,2,0,,
inehu,pr,,in,ehu,,,5,niuhe,,ni,uhe,,,,ijehu,inahu,,,,1,0,,,,miuhe,niuse,,,,0,1,,
unrerg,pr,,un,rerg,,,6,nurgre,,nu,rgre,,,,onrerg,unremg,,,,0,2,,,,yurgre,nurhre,,,,0,1,,
degage,pr,,de,gage,,,6,edgega,,ed,gega,,,,digage,degagi,,,,1,3,,,,esgega,edgaga,,,,1,1,,
unrerg,pr,,un,rerg,,,6,nuergr,,nu,ergr,,,,urrerg,unrirg,,,,1,1,,,,neergr,nuertr,,,,1,2,,
prererg,pr,,pre,rerg,,,7,erprgre,,erp,rgre,,,,pnererg,premerg,,,,1,0,,,,emprgre,erprgri,,,,1,3,,
deter,pr,,de,ter,,,5,edrte,,ed,rte,,,,peter,detir,,,,0,1,,,,etrte,edmte,,,,1,0,,
preter,pr,,pre,ter,,,6,perert,,per,ert,,,,pmeter,pretir,,,,1,1,,,,parert,perurt,,,,1,0,,
unemso,pr,,un,emso,,,6,numoes,,nu,moes,,,,anemso,unemsi,,,,0,3,,,,mumoes,nuroes,,,,0,0,,
deter,pr,,de,ter,,,5,edret,,ed,ret,,,,duter,detir,,,,1,1,,,,odret,edrep,,,,0,2,,
inyot,pr,,in,yot,,,5,nioyt,,ni,oyt,,,,iryot,inyet,,,,1,1,,,,naoyt,nieyt,,,,1,0,,
unhidad,pr,,un,hidad,,,7,nuaihdd,,nu,aihdd,,,,anhidad,unhidat,,,,0,4,,,,muaihdd,nuaahdd,,,,0,1,,
deter,pr,,de,ter,,,5,edtre,,ed,tre,,,,teter,deser,,,,0,0,,,,adtre,edtme,,,,0,1,,
unsop,pr,,un,sop,,,5,nupso,,nu,pso,,,,ansop,unsup,,,,0,1,,,,nipso,nupto,,,,1,1,,
inemso,pr,,in,emso,,,6,nismeo,,ni,smeo,,,,onemso,inamso,,,,0,0,,,,nosmeo,nidmeo,,,,1,0,,
inhidad,pr,,in,hidad,,,7,niaidhd,,ni,aidhd,,,,imhidad,inhidid,,,,1,3,,,,riaidhd,niaedhd,,,,0,1,,
deyot,pr,,de,yot,,,5,edoty,,ed,oty,,,,dayot,deyet,,,,1,1,,,,adoty,edosy,,,,0,1,,
ingage,pr,,in,gage,,,6,nigeag,,ni,geag,,,,ongage,incage,,,,0,0,,,,wigeag,nigeog,,,,0,2,,
inter,pr,,in,ter,,,5,nirte,,ni,rte,,,,imter,inder,,,,1,0,,,,wirte,nirta,,,,0,2,,
unter,pr,,un,ter,,,5,nuret,,nu,ret,,,,enter,untem,,,,0,2,,,,ruret,nunet,,,,0,0,,
inegah,pr,,in,egah,,,6,niaehg,,ni,aehg,,,,enegah,inedah,,,,0,1,,,,neaehg,niaepg,,,,1,2,,
deyot,pr,,de,yot,,,5,edyto,,ed,yto,,,,doyot,deyos,,,,1,2,,,,ehyto,edydo,,,,1,1,,
desop,pr,,de,sop,,,5,edops,,ed,ops,,,,dasop,desot,,,,1,2,,,,idops,edods,,,,0,1,,
preter,pr,,pre,ter,,,6,reptre,,rep,tre,,,,prater,pretir,,,,2,1,,,,meptre,reptra,,,,0,2,,
presop,pr,,pre,sop,,,6,perpos,,per,pos,,,,prasop,presod,,,,2,2,,,,pirpos,persos,,,,1,0,,
inehu,pr,,in,ehu,,,5,niuhe,,ni,uhe,,,,enehu,ineha,,,,0,2,,,,miuhe,niihe,,,,0,0,,
prehidad,pr,,pre,hidad,,,8,erpihdad,,erp,ihdad,,,,plehidad,prehidid,,,,1,3,,,,erhihdad,erpuhdad,,,,2,0,,
unehu,pr,,un,ehu,,,5,nueuh,,nu,euh,,,,umehu,unetu,,,,1,1,,,,neeuh,nueub,,,,1,2,,
unter,pr,,un,ter,,,5,nutre,,nu,tre,,,,anter,unber,,,,0,0,,,,nitre,nutwe,,,,1,1,,
unels,pr,,un,els,,,5,nules,,nu,les,,,,inels,unils,,,,0,0,,,,mules,nulos,,,,0,1,,
inemso,pr,,in,emso,,,6,nimeso,,ni,meso,,,,enemso,inerso,,,,0,1,,,,mimeso,nimiso,,,,0,1,,
dererg,pr,,de,rerg,,,6,edrgre,,ed,rgre,,,,pererg,deremg,,,,0,2,,,,etrgre,edlgre,,,,1,0,,
insop,pr,,in,sop,,,5,nispo,,ni,spo,,,,ensop,insap,,,,0,1,,,,rispo,nispe,,,,0,2,,
desop,pr,,de,sop,,,5,edspo,,ed,spo,,,,sesop,desep,,,,0,1,,,,adspo,edbpo,,,,0,0,,
prehidad,pr,,pre,hidad,,,8,rpeiddah,,rpe,iddah,,,,pyehidad,prehivad,,,,1,2,,,,mpeiddah,rpeiddeh,,,,0,3,,
insop,pr,,in,sop,,,5,nispo,,ni,spo,,,,irsop,insoh,,,,1,2,,,,lispo,nispa,,,,0,2,,
inemso,pr,,in,emso,,,6,nismoe,,ni,smoe,,,,anemso,inenso,,,,0,1,,,,nasmoe,nismue,,,,1,2,,
inehu,pr,,in,ehu,,,5,nieuh,,ni,euh,,,,ilehu,inepu,,,,1,1,,,,mieuh,niauh,,,,0,0,,
deter,pr,,de,ter,,,5,edtre,,ed,tre,,,,teter,detar,,,,0,1,,,,eptre,edhre,,,,1,0,,
ungage,pr,,un,gage,,,6,nugega,,nu,gega,,,,uwgage,ungafe,,,,1,2,,,,mugega,nugege,,,,0,3,,
deter,pr,,de,ter,,,5,edert,,ed,ert,,,,teter,detor,,,,0,1,,,,efert,ederc,,,,1,2,,
prehidad,pr,,pre,hidad,,,8,erpdadhi,,erp,dadhi,,,,pyehidad,prehidud,,,,1,3,,,,ersdadhi,erpdathi,,,,2,2,,
unels,pr,,un,els,,,5,nuesl,,nu,esl,,,,onels,unelf,,,,0,2,,,,luesl,nuehl,,,,0,1,,
unels,pr,,un,els,,,5,nuesl,,nu,esl,,,,enels,unews,,,,0,1,,,,neesl,nuehl,,,,1,1,,
presop,pr,,pre,sop,,,6,eprpos,,epr,pos,,,,tresop,prepop,,,,0,0,,,,ebrpos,eprgos,,,,1,0,,
