"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","file_id","fKeyMeansCorrect","ID","self_paced","masked","condition","responses","final_height_px","final_width_px","scale_factor","view_history","type","first","second","same_key","different_key","answer","gap_duration","second_stim_duration","post_trial_gap","first_stim_duration","mask_string","prompt","correct","response","encoding_time","prefixes","root","suffixes","word","target_type","error_to_which_morpheme","i_morpheme","i_within_morpheme","target_letter_before_error","letter_after_error","error_word","is_error","wordlength"
"1687.1999998092651","","same-different-html","16","316956","0.0-16.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","inactivatien","inactivation","j","f","different","1000","2000","500","300","xxxxxxxx","null","false","74","305.7000000476837","in","act","iv_at_ion","inactivation","target","s","2.0","1","o","e","inactivatien","3","12"
"1607.9000000953674","","same-different-html","17","320499","0.0-17.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","shenanigan","shenenigan","j","f","different","1000","2000","500","300","xxxxxxxx","null","true","70","301.89999985694885","","shenanigan","","shenanigan","control","r","","4","a","e","shenenigan","1","10"
"898.7000000476837","","same-different-html","18","323635","0.0-18.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","fraykincense","fraykincense","j","f","same","1000","2000","500","300","xxxxxxxx","null","true","74","312.7999999523163","","frankincense","","frankincense","control","r","","3","n","y","fraykincense","2","12"
"1588.7999999523163","","same-different-html","19","327366","0.0-19.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","clandestime","clandestime","j","f","same","1000","2000","500","300","xxxxxxxx","null","false","70","310.2999999523163","","clandestine","","clandestine","control","r","","9","n","m","clandestime","2","11"
"820.8000001907349","","same-different-html","20","330267","0.0-20.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","unrelatable","unrelatable","j","f","same","1000","2000","500","300","xxxxxxxx","null","true","74","302.40000009536743","un_re","lat","able","unrelatable","target","p","1.0","0","r","y","unyelatable","0","11"
"1035.4000000953674","","same-different-html","21","333466","0.0-21.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","unnaturally","unnaturallr","j","f","different","1000","2000","500","300","xxxxxxxx","null","true","70","314.09999990463257","un","natur","al_ly","unnaturally","target","s","1.0","1","y","r","unnaturallr","1","11"
"625.8999998569489","","same-different-html","22","336216","0.0-22.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","fatally","fatally","j","f","same","1000","2000","500","300","xxxxxxxx","null","true","74","314.7999999523163","","fat","al_ly","fatally","target","r","","2","t","s","fasally","0","7"
"544.5999999046326","","same-different-html","23","338895","0.0-23.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","avalanche","avalanche","j","f","same","1000","2000","500","300","xxxxxxxx","null","true","74","318","","avalanche","","avalanche","control","r","","4","a","e","avalenche","0","9"
"2275.600000143051","","same-different-html","24","343292","0.0-24.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","sammonella","salmonella","j","f","different","1000","2000","500","300","xxxxxxxx","null","true","70","314.2000000476837","","salmonella","","salmonella","control","r","","2","l","m","sammonella","3","10"
"844","","same-different-html","25","347195","0.0-25.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","rectaurant","rectaurant","j","f","same","1000","2000","500","300","xxxxxxxx","null","true","74","309.09999990463257","","restaurant","","restaurant","control","r","","2","s","c","rectaurant","2","10"
"893.9000000953674","","same-different-html","26","350200","0.0-26.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","enlistment","enristment","j","f","different","1000","2000","500","300","xxxxxxxx","null","true","70","311.10000014305115","en","list","ment","enlistment","target","r","","0","l","r","enristment","1","10"
"598.5999999046326","","same-different-html","27","353414","0.0-27.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","womanizer","womanizer","j","f","same","1000","2000","500","300","xxxxxxxx","null","true","74","308.19999980926514","","woman","iz_er","womanizer","target","r","","3","a","o","womonizer","0","9"
"722.7000000476837","","same-different-html","28","356253","0.0-28.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","disembody","disembody","j","f","same","1000","2000","500","300","xxxxxxxx","null","true","74","315.39999985694885","dis_em","body","","disembody","target","r","","1","o","i","disembidy","0","9"
"607.6000001430511","","same-different-html","29","358937","0.0-29.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","speac","speak","j","f","different","1000","2000","500","300","xxxxxxxx","null","true","70","302.90000009536743","","speak","","speak","control","r","","4","k","c","speac","3","5"
"800.5999999046326","","same-different-html","30","361853","0.0-30.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","caterpillar","caterpillar","j","f","same","1000","2000","500","300","xxxxxxxx","null","true","74","302.60000014305115","","caterpillar","","caterpillar","control","r","","0","c","p","paterpillar","0","11"
"728.7999999523163","","same-different-html","31","364649","0.0-31.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","artistically","artistically","j","f","same","1000","2000","500","300","xxxxxxxx","null","true","74","309.5","","art","ist_ic_al_ly","artistically","target","s","2.0","0","a","o","artisticolly","0","12"
"514.0999999046326","","same-different-html","32","367280","0.0-32.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","uncut","uncut","j","f","same","1000","2000","500","300","xxxxxxxx","null","true","74","315.5","un","cut","","uncut","target","r","","1","u","i","uncit","0","5"
"898.7999999523163","","same-different-html","33","370287","0.0-33.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","irrelikable","irrilikable","j","f","different","1000","2000","500","300","xxxxxxxx","null","true","70","314.2999999523163","ir_re","lik","able","irrelikable","target","p","1.0","1","e","i","irrilikable","1","11"
"1237.5","","same-different-html","34","373687","0.0-34.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","silhouette","silhouette","j","f","same","1000","2000","500","300","xxxxxxxx","null","true","74","315.7000000476837","","silhouette","","silhouette","control","r","","7","t","s","silhoueste","0","10"
"634.7999999523163","","same-different-html","35","376474","0.0-35.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","optionally","optionally","j","f","same","1000","2000","500","300","xxxxxxxx","null","true","74","308.59999990463257","","opt","ion_al_ly","optionally","target","r","","1","p","f","oftionally","0","10"
"733","","same-different-html","36","379332","0.0-36.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","thatrical","thetrical","j","f","different","1000","2000","500","300","xxxxxxxx","null","true","70","308.7999999523163","","thatric","al","thatrical","target","r","","2","a","e","thetrical","1","9"
"747.0999999046326","","same-different-html","37","382854","0.0-37.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","enmanly","enmanly","j","f","same","1000","2000","500","300","xxxxxxxx","null","true","74","305.7999999523163","un","man","ly","unmanly","target","p","0.0","0","u","e","enmanly","2","7"
"839.7999999523163","","same-different-html","38","385880","0.0-38.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","subcontract","subcontract","j","f","same","1000","2000","500","300","xxxxxxxx","null","true","74","306.10000014305115","sub","contract","","subcontract","target","r","","2","n","y","subcoytract","0","11"
"905.9000000953674","","same-different-html","39","388905","0.0-39.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","anirchically","anirchically","j","f","same","1000","2000","500","300","xxxxxxxx","null","true","74","314.80000019073486","an","arch","ic_al_ly","anarchically","target","r","","0","a","i","anirchically","2","12"
"502.09999990463257","","same-different-html","40","391508","0.0-40.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","narshmallow","narshmallow","j","f","same","1000","2000","500","300","xxxxxxxx","null","true","74","303.2000000476837","","marshmallow","","marshmallow","control","r","","0","m","n","narshmallow","2","11"
"655.0999999046326","","same-different-html","41","394351","0.0-41.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","weimder","weirder","j","f","different","1000","2000","500","300","xxxxxxxx","null","true","70","308.09999990463257","","weird","er","weirder","target","r","","3","r","m","weimder","3","7"
"667.2000000476837","","same-different-html","42","397239","0.0-42.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","unarm","uyarm","j","f","different","1000","2000","500","300","xxxxxxxx","null","true","70","312.2000000476837","un","arm","","unarm","target","p","0.0","1","n","y","uyarm","1","5"
"738.2000000476837","","same-different-html","43","400088","0.0-43.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","disruppion","disruppion","j","f","same","1000","2000","500","300","xxxxxxxx","null","false","70","313.5","dis","rupt","ion","disruption","target","r","","3","t","p","disruppion","2","10"
"686.2999999523163","","same-different-html","44","402858","0.0-44.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","commune","commure","j","f","different","1000","2000","500","300","xxxxxxxx","null","true","70","316.5","","commune","","commune","control","r","","5","n","r","commure","1","7"
"883.9000000953674","","same-different-html","45","405818","0.0-45.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","leprechaun","leprechaum","j","f","different","1000","2000","500","300","xxxxxxxx","null","true","70","307.7000000476837","","leprechaun","","leprechaun","control","r","","9","n","m","leprechaum","1","10"
"997.1999998092651","","same-different-html","46","408932","0.0-46.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","abracadabra","abracadabra","j","f","same","1000","2000","500","300","xxxxxxxx","null","true","74","304.69999980926514","","abracadabra","","abracadabra","control","r","","7","a","o","abracadobra","0","11"
"622.6000001430511","","same-different-html","47","411668","0.0-47.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","immersion","ilmersion","j","f","different","1000","2000","500","300","xxxxxxxx","null","true","70","302.40000009536743","im","mers","ion","immersion","target","p","0.0","1","m","l","ilmersion","1","9"
"815.7999999523163","","same-different-html","48","414592","0.0-48.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","principlo","principle","j","f","different","1000","2000","500","300","xxxxxxxx","null","true","70","301.2000000476837","","principle","","principle","control","r","","8","e","o","principlo","3","9"
"847.7000000476837","","same-different-html","49","417548","0.0-49.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","disembowel","disembowem","j","f","different","1000","2000","500","300","xxxxxxxx","null","true","70","309.09999990463257","dis_em","bowel","","disembowel","target","r","","4","l","m","disembowem","1","10"
"917.5","","same-different-html","50","420543","0.0-50.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","rhododendron","rhododendron","j","f","same","1000","2000","500","300","xxxxxxxx","null","true","74","304.59999990463257","","rhododendron","","rhododendron","control","r","","9","r","w","rhododendwon","0","12"
"749.8000001907349","","same-different-html","51","423388","0.0-51.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","teachable","teaphable","j","f","different","1000","2000","500","300","xxxxxxxx","null","true","70","304.2000000476837","","teach","able","teachable","target","r","","3","c","p","teaphable","1","9"
"882.3999998569489","","same-different-html","52","426409","0.0-52.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","apparatus","apparates","j","f","different","1000","2000","500","300","xxxxxxxx","null","true","70","311.19999980926514","","apparatus","","apparatus","control","r","","7","u","e","apparates","1","9"
"537.3999998569489","","same-different-html","53","430720","0.0-53.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","ancylcopedia","encylcopedia","j","f","different","1000","2000","500","300","xxxxxxxx","null","false","74","304","","encylcopedia","","encylcopedia","control","r","","0","e","a","ancylcopedia","3","12"
"1023.8000001907349","","same-different-html","54","433926","0.0-54.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","sagittarius","sagittaruus","j","f","different","1000","2000","500","300","xxxxxxxx","null","false","74","312.2999999523163","","sagittarius","","sagittarius","control","r","","8","i","u","sagittaruus","1","11"
"537.5","","same-different-html","55","436714","0.0-55.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","intelrect","intelrect","j","f","same","1000","2000","500","300","xxxxxxxx","null","true","74","310.40000009536743","","intellect","","intellect","control","r","","5","l","r","intelrect","2","9"
"848.1999998092651","","same-different-html","56","439710","0.0-56.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","","","","","","same-different-html","activational","attivational","j","f","different","1000","2000","500","300","xxxxxxxx","null","true","70","306.40000009536743","","act","iv_at_ion_al","activational","target","r","","1","c","t","attivational","1","12"
"1563.5","","survey-text","57","441783","0.0-57.0","stimuli_english_real/24.csv","false","dmdy3fmeh5","false","true","english_real","{""Q0"":""""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
